SampleID,cg04866173,cg06951630,cg24435966,cg11099930,cg16086807,cg18800161,cg16250093,sampleType
294,0.286980878,0.911025141,0.307183216,0.038166619,0.66788356,0.055534233,0.896217443,DLB
295,0.193231886,0.884435115,0.308227688,0.027170888,0.743855251,0.053864481,0.88296221,DLB
296,0.243805478,0.901115238,0.398237974,0.031308149,0.735635467,0.044926711,0.899117775,DLB
297,0.181389185,0.885779602,0.319889151,0.033637487,0.689102673,0.04467328,0.895584751,DLB
298,0.193580306,0.893306039,0.371847795,0.0382229,0.77735142,0.039203202,0.906779951,DLB
299,0.258238813,0.893637533,0.361879165,0.043977851,0.692991539,0.111076513,0.897216162,DLB
300,0.146048672,0.887133976,0.246380828,0.030121728,0.655085458,0.040237952,0.877504484,DLB
301,0.191502741,0.905275015,0.303307451,0.030141175,0.743540282,0.045036081,0.898196583,DLB
302,0.192198199,0.899842293,0.307927478,0.036108782,0.735391298,0.038471674,0.898904376,DLB
303,0.165033301,0.885777355,0.248364628,0.034685218,0.686926557,0.059074392,0.889341336,DLB
304,0.215362824,0.880993059,0.329175792,0.030785056,0.721407765,0.041578694,0.888798964,DLB
305,0.26799084,0.894490502,0.338085514,0.032132925,0.703528238,0.07468089,0.904168301,DLB
306,0.223054868,0.891390665,0.329059186,0.033584851,0.653749921,0.045539237,0.896143384,DLB
307,0.163048854,0.902111499,0.24603453,0.040398258,0.724866245,0.031135693,0.900451364,DLB
308,0.188983096,0.848298207,0.219746726,0.027114352,0.691971951,0.026620163,0.903540828,DLB
309,0.201904044,0.888322065,0.217560807,0.057555883,0.722274386,0.030646402,0.913199146,DLB
310,0.261365853,0.849071088,0.286262129,0.046107283,0.736400696,0.027444866,0.903503259,DLB
311,0.163746254,0.880518054,0.22645172,0.027988985,0.685699903,0.0224706,0.882782576,DLB
312,0.219945214,0.906340475,0.301962898,0.031849092,0.779279031,0.051867657,0.903320115,DLB
313,0.250437138,0.88431469,0.329327023,0.043372709,0.720568062,0.028381058,0.889643935,DLB
314,0.185365523,0.89936684,0.341996726,0.031939502,0.6804939,0.078445569,0.91354296,DLB
315,0.158848651,0.90083719,0.286952109,0.035698905,0.742120703,0.083960092,0.911562638,DLB
316,0.187025296,0.86490163,0.342299831,0.019181698,0.70454188,0.026842366,0.891913556,DLB
317,0.161690165,0.879267728,0.275664495,0.031209908,0.728873813,0.030053993,0.909341098,DLB
318,0.207280512,0.905389336,0.314803337,0.035333388,0.71377049,0.072046871,0.896891964,DLB
319,0.191221291,0.873881096,0.26963829,0.021688437,0.677826779,0.027869614,0.90910097,DLB
320,0.172759382,0.893907325,0.444171697,0.035334083,0.729521981,0.030509223,0.906912008,DLB
321,0.184231799,0.902472803,0.346398239,0.032143911,0.703826779,0.070259399,0.892770963,DLB
322,0.269346618,0.91200188,0.300692604,0.035424288,0.704628032,0.067186054,0.920347927,DLB
323,0.191337282,0.898107646,0.312057171,0.026480634,0.787238732,0.035498075,0.893473336,DLB
324,0.261562678,0.909351376,0.338416152,0.026179851,0.730461813,0.072489667,0.863538915,DLB
325,0.161619421,0.898890007,0.257292798,0.028002231,0.714998083,0.029415665,0.910218016,DLB
326,0.119783577,0.887010161,0.167672863,0.028133049,0.629785448,0.023373731,0.900472867,DLB
327,0.220855936,0.902682895,0.24979756,0.028089972,0.734581927,0.033290617,0.908594832,DLB
328,0.104845488,0.884978526,0.2156695,0.029868147,0.683938375,0.034723233,0.87466352,DLB
329,0.241879172,0.896290317,0.283184294,0.03238444,0.759125824,0.028845912,0.915844487,DLB
330,0.190567421,0.894199227,0.32438019,0.030723097,0.721054091,0.037332529,0.887698899,DLB
331,0.197411595,0.889932822,0.2033813,0.029735168,0.672282957,0.038784417,0.901456831,DLB
332,0.239721913,0.865736576,0.144220412,0.039746675,0.712068534,0.026587276,0.92044264,DLB
333,0.294388049,0.903902502,0.280703977,0.032548051,0.681597426,0.111396265,0.91600754,DLB
334,0.162579466,0.895287488,0.257556035,0.029744983,0.717209162,0.04039244,0.889993081,DLB
335,0.228128778,0.881729714,0.313282529,0.032199543,0.730181867,0.038730927,0.888655539,DLB
336,0.207081326,0.879150645,0.331703165,0.021272789,0.708947597,0.029270928,0.884699655,DLB
337,0.23950221,0.869337896,0.343094128,0.030111897,0.750798758,0.025438262,0.907223617,DLB
338,0.20956625,0.898119585,0.33844153,0.028266959,0.763846975,0.022438712,0.918162117,DLB
339,0.259802438,0.894371485,0.361708323,0.028009034,0.733899692,0.023500812,0.894431897,DLB
340,0.220996115,0.881382482,0.254873685,0.032323631,0.746740184,0.021767508,0.897739163,DLB
341,0.218774033,0.849361703,0.324016164,0.031674766,0.731248024,0.021722446,0.906314736,DLB
342,0.231785206,0.817920247,0.303905012,0.034269065,0.728558778,0.026034071,0.891562247,DLB
343,0.24237548,0.87482,0.349787068,0.027667616,0.733246765,0.024012082,0.922788554,DLB
344,0.243398587,0.852537096,0.304282265,0.031178217,0.714220547,0.022622519,0.900670691,DLB
345,0.170445452,0.842847025,0.272971143,0.030695237,0.673341862,0.022056366,0.901390916,DLB
346,0.21496876,0.893081678,0.287247899,0.023599306,0.73986232,0.030090551,0.890727448,DLB
347,0.197653085,0.862371328,0.309756308,0.032271589,0.744519837,0.024323257,0.901620142,DLB
348,0.341613181,0.829271477,0.503414029,0.056359467,0.750554456,0.027649945,0.917391171,DLB
349,0.190014473,0.829473347,0.223098226,0.026779992,0.663651299,0.022681235,0.930293139,DLB
350,0.176023156,0.870188015,0.252947351,0.030252964,0.723098236,0.021408151,0.880845971,DLB
351,0.363691533,0.870947047,0.415790417,0.062535237,0.719644919,0.025817903,0.901157435,DLB
352,0.326991816,0.868396302,0.4072962,0.030612038,0.709079043,0.025675557,0.903934892,DLB
353,0.276430438,0.881681229,0.222448236,0.022440982,0.742484463,0.026212377,0.904456317,DLB
354,0.174860133,0.857408845,0.269629821,0.028544787,0.699425414,0.02135494,0.903680591,DLB
355,0.325083359,0.876431509,0.354402193,0.033773099,0.71116916,0.028135645,0.890184123,DLB
356,0.22994286,0.892418948,0.389416867,0.026466334,0.738884533,0.038979828,0.90307685,DLB
357,0.267818784,0.905452029,0.392420037,0.031985928,0.703440251,0.036874366,0.909084808,DLB
358,0.237974131,0.88946649,0.368472042,0.030092486,0.740483278,0.036236179,0.904350083,DLB
359,0.198718648,0.882372012,0.26513539,0.026278267,0.669596131,0.031436751,0.903348581,DLB
360,0.192025501,0.902362141,0.281523954,0.030952868,0.672724129,0.034618021,0.885235522,DLB
361,0.29692748,0.897715616,0.428043405,0.029627176,0.72083298,0.044841429,0.903693518,DLB
362,0.27462865,0.897058313,0.449245358,0.027825617,0.74296726,0.047687098,0.907738029,DLB
363,0.237920263,0.89289649,0.429318502,0.027969869,0.707750625,0.035212085,0.900435169,DLB
364,0.224588479,0.886313204,0.287161436,0.036527991,0.703794237,0.040929403,0.908897501,DLB
365,0.246313079,0.89395715,0.342030514,0.026042767,0.757472515,0.038954988,0.909443525,DLB
366,0.30139896,0.903580022,0.360319843,0.028978155,0.716414817,0.038116472,0.903091928,DLB
367,0.167371622,0.900555012,0.326910423,0.031462857,0.758050209,0.046304505,0.903364826,DLB
368,0.206628135,0.898372783,0.398005672,0.027361925,0.711404473,0.039996159,0.897525568,DLB
369,0.292833308,0.904131181,0.427296995,0.032962856,0.759353472,0.033266907,0.905157991,DLB
370,0.242974013,0.891131238,0.341591719,0.026568657,0.7245541,0.037293359,0.917703238,DLB
371,0.279471058,0.896604674,0.372904445,0.026630528,0.712767069,0.044856634,0.906605263,DLB
372,0.214989977,0.889443015,0.312217803,0.032362475,0.711046381,0.036260728,0.901956314,DLB
373,0.215962289,0.896720662,0.39044077,0.03192866,0.71691093,0.042311745,0.896338653,DLB
374,0.240629555,0.890925323,0.368107109,0.029085481,0.740740663,0.042907473,0.915939782,DLB
375,0.251801522,0.907715236,0.332295921,0.031188271,0.645424634,0.044256181,0.895374345,DLB
376,0.197020042,0.886870459,0.385055046,0.033534503,0.733522044,0.034923116,0.89814533,DLB
377,0.185966513,0.900815674,0.311638963,0.026622918,0.696252903,0.038851714,0.902818167,DLB
378,0.137788517,0.891094798,0.236369513,0.032541888,0.705319904,0.041607052,0.89365809,DLB
379,0.271847117,0.905499982,0.350239219,0.032833522,0.726713745,0.040462696,0.903384553,DLB
380,0.231144151,0.889381135,0.321680888,0.036125653,0.730586073,0.032420155,0.896227721,DLB
381,0.239539085,0.881310943,0.403790596,0.031103884,0.758196467,0.031443305,0.881079278,DLB
382,0.147617356,0.880095254,0.249671679,0.027252211,0.626187089,0.036092838,0.886445612,DLB
383,0.20068548,0.900544915,0.33762407,0.026513681,0.737304739,0.036292551,0.912558477,DLB
384,0.187280698,0.905516722,0.360225545,0.029362091,0.786326765,0.035638079,0.899353078,DLB
385,0.243751091,0.900327165,0.375911578,0.031973247,0.758918221,0.032508463,0.905037191,DLB
386,0.207816548,0.905377927,0.320459048,0.028495294,0.717213928,0.036995041,0.912980321,DLB
387,0.180787126,0.907442564,0.329686641,0.031635128,0.704586073,0.0405515,0.910446006,DLB
388,0.223642922,0.902384052,0.419234946,0.031438492,0.728049548,0.037760752,0.904801976,DLB
389,0.222774963,0.907356234,0.394985231,0.036531781,0.705175529,0.03807428,0.914681153,DLB
390,0.19649658,0.891958214,0.227386263,0.032034636,0.733550694,0.038312368,0.896342157,DLB
391,0.100951817,0.88835604,0.210589456,0.033493609,0.600178413,0.031424609,0.887293137,DLB
392,0.21800229,0.896498559,0.356153883,0.031598635,0.669395303,0.037634449,0.892878878,DLB
393,0.345513607,0.900842496,0.53224439,0.028927439,0.731496702,0.039979803,0.906215736,DLB
394,0.17869978,0.891539592,0.299534644,0.031558254,0.721228532,0.047085835,0.896151686,DLB
395,0.228093827,0.901445376,0.284987131,0.031541534,0.665564911,0.04744555,0.888767847,DLB
396,0.25389108,0.857109645,0.432130393,0.025839697,0.767001315,0.029316801,0.868654415,Control
397,0.289524884,0.899977432,0.381059967,0.033241598,0.707601122,0.024571654,0.880505665,Control
398,0.231388078,0.867071195,0.339519698,0.034322777,0.717268165,0.026727831,0.889277963,Control
399,0.368381631,0.878423426,0.429209688,0.035590393,0.746600034,0.025264239,0.90088558,Control
400,0.236922185,0.8567269,0.393836779,0.028046873,0.708726616,0.024858648,0.871329572,Control
401,0.296661789,0.877181154,0.31905003,0.035539026,0.735265273,0.028112733,0.902815169,Control
402,0.298790052,0.849812587,0.493123351,0.025779243,0.68608139,0.033835314,0.895213336,Control
403,0.240111189,0.824855691,0.292686461,0.032262699,0.764634868,0.025327356,0.881543712,Control
404,0.218432939,0.858923064,0.35478227,0.084973411,0.745453856,0.027053768,0.895661485,Control
405,0.209622686,0.859858361,0.287943638,0.043071061,0.703367545,0.022978971,0.901600199,Control
406,0.237307687,0.865492034,0.427396677,0.025868731,0.768210982,0.025575358,0.908689302,Control
407,0.244249686,0.831840122,0.395558305,0.025717841,0.705371872,0.028457573,0.894948033,Control
408,0.339531642,0.879897528,0.473202315,0.025964461,0.745076083,0.025929275,0.91181853,Control
409,0.2920247,0.854075421,0.339134244,0.054400236,0.75073414,0.020389959,0.87755313,Control
410,0.278812389,0.896462193,0.402223866,0.037549548,0.703410123,0.043943492,0.906086148,Control
411,0.215057202,0.884480123,0.340550565,0.033595684,0.747830233,0.034251523,0.898873116,Control
412,0.437627872,0.900626712,0.457180963,0.033223225,0.660765283,0.045705001,0.895638819,Control
413,0.19659953,0.892234897,0.283835628,0.039864378,0.764896697,0.039651361,0.899737268,Control
414,0.213108145,0.890245359,0.234974215,0.030365468,0.755448126,0.046056221,0.873930557,Control
415,0.183327072,0.865046818,0.227193527,0.028976225,0.680637117,0.028421123,0.866953236,Control
416,0.255249014,0.894138348,0.308684268,0.027759848,0.697064976,0.042757258,0.898155747,Control
417,0.233507134,0.896927241,0.272966995,0.048480673,0.707939719,0.044021267,0.905357673,Control
418,0.162178184,0.888941659,0.282269628,0.029931251,0.699533205,0.03898183,0.891995261,Control
419,0.322554036,0.890227971,0.400431487,0.041780219,0.730349778,0.050135166,0.907573358,Control
420,0.234202625,0.889726327,0.318689617,0.037582685,0.687508688,0.046663765,0.900131877,Control
421,0.172106843,0.881736244,0.280835655,0.030724698,0.720312693,0.040351734,0.88503042,Control
422,0.161834684,0.859038812,0.243052089,0.031988818,0.709223528,0.022920731,0.892913168,DLB
423,0.257976941,0.865252248,0.38276527,0.044942541,0.759866196,0.023850493,0.905856839,DLB
424,0.133953716,0.898543365,0.233677663,0.02841297,0.704763274,0.02120318,0.890493131,DLB
425,0.212760958,0.8371651,0.284893441,0.026470297,0.708305026,0.024527897,0.893118943,DLB
426,0.223295939,0.872795919,0.340154701,0.041111754,0.710240328,0.024966539,0.892705159,DLB
427,0.200585151,0.855312092,0.285145752,0.035374838,0.710173226,0.019468225,0.895372803,DLB
428,0.16506488,0.861032379,0.235845157,0.031588532,0.751124675,0.025533787,0.916258355,DLB
429,0.195618386,0.871073744,0.296177414,0.017873315,0.682410493,0.024798922,0.886842852,DLB
430,0.191100005,0.836171164,0.348690613,0.040837183,0.726243173,0.022482377,0.883988743,DLB
431,0.172320026,0.861685739,0.326039772,0.0343444,0.761221639,0.020597692,0.8994517,DLB
432,0.228771179,0.862233362,0.320698061,0.033706318,0.719089598,0.026146188,0.914308757,DLB
433,0.208387375,0.878817233,0.389443742,0.034727396,0.731353722,0.023381,0.901509072,DLB
434,0.179091094,0.873407242,0.361306897,0.022498855,0.696242442,0.03071778,0.894529293,DLB
435,0.230715322,0.900161122,0.292288897,0.030002977,0.735229183,0.022519757,0.904682483,DLB
436,0.298349452,0.883911642,0.411440188,0.035017401,0.722617304,0.040561883,0.910556614,Control
437,0.243221349,0.891089192,0.391972282,0.03499362,0.715645534,0.040114347,0.899234087,Control
438,0.183518326,0.864864333,0.282251258,0.03017488,0.731080327,0.027058981,0.891507918,Control
439,0.234957184,0.889800862,0.300890642,0.03417681,0.722593101,0.033433886,0.897760996,Control
440,0.363894122,0.88892849,0.441072668,0.038123341,0.752241602,0.034572419,0.911413965,Control
441,0.272072388,0.885256483,0.41267384,0.034226273,0.713336187,0.036557344,0.908843068,Control
442,0.304517968,0.908307427,0.417381516,0.030448791,0.771618228,0.040795978,0.909616991,Control
443,0.257948414,0.88104373,0.39193576,0.03512356,0.71985288,0.038944814,0.884076642,Control
444,0.231244619,0.87533097,0.302104377,0.031638215,0.698132143,0.021442493,0.886292295,Control
445,0.254642276,0.892931024,0.26926726,0.036346015,0.715123604,0.039190546,0.896278454,Control
446,0.253882619,0.8788204,0.368147345,0.034978894,0.730506221,0.042025348,0.904796288,Control
447,0.248497295,0.88736313,0.371147264,0.031763697,0.717824393,0.036285697,0.904863848,Control
448,0.228547297,0.867869809,0.348421272,0.031337698,0.707750452,0.041826909,0.8910814,Control
449,0.192906333,0.88672118,0.283151118,0.030198281,0.748023548,0.047357813,0.893274033,Control
450,0.15760034,0.891939058,0.285151065,0.03917774,0.65474048,0.039567731,0.903848596,Control

